The ukulele, to me, has the nicest sound out of any instrument. It's so soothing	1
Thank you. My soul is happy listening this music. My emotional stress feels much lighter  	1
I dont know how but ya read my mind	1
Me before I commit 1st degree murder	2
Play this while a huge tsunami is happening	1
couldn't sleep all night because the Geckos on the ceiling  made a lot of music ....	0
Thank god this exists.	1
This is like the music for every Kickstarter advert ever	1
I have 2 hours left to live what do I watch relax8ng music	3
Hey you! You r wonderful... no matter what! Be on a bright side of this world and be happy!!	1
May God bless all the people in the world!	1
18:09	1
I play this to make my bird happy...	1
Life goes on. Never forget that. Things seem bleak and painful and like the end of the world but your standing and breathing and thats a good thing. Life the life you have nothing will get in your way if you keep looking up to blue skys, yeah theres gonna be clouds. But thats like life. We all want blue skys and go back to the past where things seemed perfect but I can promise you. It gets perfect if you keep moving forward. One step at a time. You can do it I believe in you. From the bottom of my heart. Now go and live life.	1
TheTedHead thank you so much! God bless you this made me feel so much better	1
LOVED THIS	1
I play this when I get stressed out	0
So shit.	2
The flow of the music brought me into a different kind of view where the place is filled with endless joy and laughter	1
U made my day 	1
I fucking rave to this shit	1
22:00	1
is that copyright free music ?	0
Got a Hawaiian themed 50th b-day party going on.  I have never seen every single person smiling and dancing around the kitchen like this, before.	0
i will always keep coming back here no matter how much time goes by.Its my little secret place of escapism	1
i've been to Hawaii !! and this music just took me back to those beautiful islands of Hawaii little Paradise so i closed my eyes and imagine i am there again  right now the effect  is so real and love it ! Happy Times......	1
*This is beautiful, luckily I found this amazing video!! Much love xx* 	1
Wishing I was in hawaii	3
I'm cleaning my room dancing to this wonderful music.	1
Happy days for you	1
Super	1
I'm studying Chemistry and I'm picturing myself studying in Hawaii and on the beach :D	1
Even my dog slept with this song he just went right to me and he slept it was so cute and I slept right beside him it was so adorable!	1
I hate u I love u?	3
No one even dose anything so I write write write all day	0
This makes me happy <3 Well done	1
My brokenheart was so good now HAHA  im from Philippines 	1
This is exactly what I was looking for 	1
Finally I found u	1
It helped me work on my project	1
23:00	1
23:45	1
I'M going to Hawaii this June and I am so excited ! I'm a travel vlogger so I'll be posting everyday from June 2nd to the 9th !! Hawaii can't wait to meet you !	1
When u cant think of anything to inspire you	3
does anyone happen to know the song at 14:25	0
Ar keyifli 	1
Aloha from kalilua  yes I love it here I'm doing the Honolulu   left right left love it all I need it's a cold colada refreshing love to see you soon. 	1
I listen to this while watching Mexicans sneak drugs across the border	0
Thank you for this! ( : Also I play this when I'm doing a test or play halo on the xbox.	1
hey people tot yoyce ( i think was his name)  first commented 	1
HEY  i like 1:05:52 very much!!!	1
Really happy music.....	1
okay you first person to comment	2
YOU ARE REALLY LUCKY	2
OH MY GOD PEOPLE 	2
HOLY LORD!!!!!	0
I like the  music	1
Nothing can make me relaxed, but it is very nice music indeed.	1
Who and why can dislike this?... I just discovered this great music and I love it so much!..	1
When your joy upon your damn life is a great great mistake and over her you'll do everyhing to keep up appearances... On that shitty music of yours.	2
Download link please	3
I play this while playing the last of us	1
I read my Bible to this	1
Is this copyrighted?I want to use a song in a video	0
love it	1
just eatin' chocolate while jamming to this.	1
why do I feel like I'm in build  mode?	3
the life :D	1
I was like: 'Gonna look for a song to make me work better' now I'm almost falling sleep. That's so good OMG!!!	0
Very Nice	1
24:32	1
What is the music that starts at 59:17 ?	0
Someone know song named *UKULELE GIRL?*	1
It helps me with my depression thank you so much	1
T GAY	2
Gracias Gracias Gracias te amo	1
Can I get this music on iTunes? I love it!	1
Hi my daughter LOVES playing ukulele!	1
unboxing mystery boxes from dw makes it kinda scary	0
Delcia de msicas!	2
when everyone afk in your team but you win	1
1:29:00 love it	1
Bravo	1
Que linda musica me siento en la playa bailando con las palmeras!!!..	1
Ya me siento mejor	1
Listening to this, pretending it's not stupidly cold and snowy outside (no offense to any winter lovers out there).	1
...a very..very safe music	1
minute 15:00,what's the song's name?	0
And relax	0
this is great	1
Helps me relaxs	1
i love to do my homework with it or if i craft or if im board as backround music	1
Sah I just searched up Hawaiian music	1
Polynesian culture center comes to mind and the buff guy destroying the coconuts :D	1
Im selling replay buttons 00.1 00.1	1
This is my fortnite default music	1
Always makes my day	1
When a dog dies in a movie this is what I play	3
Just wonderful! !!!!!  Thank you for uploading.	1
On a serious note this really helps with my paranoia at night, its loud, but calmin, happy and very smooth	1
What is the name of the 1st song? I really want to learn it.	0
Makes me feel so happy	1
Love it :)	1
6:00 is my favorite	1
Just watched a horror movie. This  will help me cope	0
Depression who? Never heard of that thing I'm a happy little creature :')	1
This is so sad Alexa play despacito	3
IM SO FUCKING HAPPY AHHH FUCK	1
Awesome ! Luv it!	1
I will play this when I'll burn in hell.	1
I need this to pretend that everything is going well haha.	0
i wrote in the search bar 'that fucking hawaiian music for startup videos'	2
The sims	1
Be happy	1
nice music	1
Im listening to this while playing Hatred	2
Can you say the name of the musics at the playlist ?	1
What a cancer music	3
!    ! !	2
please kill me now.  this music is played on every commercial and tv show now..........feeling suicidal? ignore that phone number on the bridge....listen to this and JUMP!	2
Relaxes my soul while reading 	0
Good for watching horror films	0
Fuck I'm so happy Youtube exists	1
I listened to this song at my parents funeral	3
Thank you..great mood lifter!!	1
Nice son.	1
What song is 13:55- 16:15	0
A Little Jar of Happiness by Earle Belo from Epidemic Sound	1
@Aaron Huckle I was about to feel so bad for you omg	3
People do need to realise this was a joke	0
Trying to get through my Essay/Report like	0
its so peaceful by the way how do I ad emoji,s	1
Very much like it to listen to while reading or relaxing or cooking or cleaning house or feeding the dog. Get the point? It's great.	1
This helps a lot when depression hits me	3
what name first music please	1
i was sad	3
it makes me happy	1
Hawaii the best place for a tropical vacation at least until the valcano erupts O.O	1
Too good	1
luv hawaian music. ....	1
Very *H A P P Y*	2
I love the happy music	1
I usually don't add comments on youtube but this music is so pleasing that I couldn't resist myself from posting a comment. Love you! Keep it up! +Relax Music	1
been playing this track daily to my students in class...	0
Very great music.	1
I am grateful to listen to this	1
Love this music! Always makes me feel better!	1
Nice!	1
Hawaii!	1
What is the name of first music?it's awesome..	1
i play this while i play five nights at freddys 6 because im a baby( im too scared) thx for publishing the music!	1
The No skin Music	1
this song is iko iko...cajun music :)	1
I got this one on in the background every single day for about a year now.	0
Yes, Happy music ~ prima volta = first time in this chanal ~ feeling ok for my lunch time at 4.30 pm San Valentine DAY ! LOVE to everybody	1
My reaction singing when  ukulele start: tu ruru turu tu ruru tu ru!	1
So Peacful! :)	1
Hello! Do you know the name of two first songs??	1
good musi  	0
i like	1
Lovely. Totally improved my day.	1
its so joyful for roblox or any thing else	1
i love Hawaiian music	1
music is awsome	1
this music makes me smile	1
This is so cool 	1
thanks for those happy music, give me all day energy	1
Omg I could listen to this all the time	1
this song is perfect! I put it on whenever Im doing homework	1
Amazing	1
rnr homes pros 	1
crew loves you're music getz them going 	1
thank you much	1
helps us get done quickly crew live the music 	1
thank you	1
I love it first music	1
so cute music	1
Nice, happy music.	1
This is really relaxing music, for studying and hard mathematics, as well as helping have a better day after a really crazy day.	1
I am glad to have subscribed to this wonderful channel	1
So relaxing into my ears, love it... 	1
Love the mix! I listen to it whenever I'm still. Really comforting! <3	1
it makes me happy :) :D 	1
If ur in Vacation	2
if im scared i will play this every time	1
Very Relaxing Music ! Thank you :). This Really Calmed Me Down! :)!  Thank You So Much!	1
Trying To Feel Good 2 by Niklas Ahlstrm from Epidemic Sound	1
Are their names to these songs? I really like the one with mountain and rainbows :)	1
Nice music I love it!	1
Pls the Name from the First song ?i Love this 	1
There are 444 comments! I shall be the 445 one! This music is like the perfect match for my mood right now!	1
I can't help but smile and share share share this every dang time	1
send me your num beautifuuuul girl	1
is this available at spotify?	0
Relaxing.	0
thankssssssssssssssssssX9000	1
I hope SpongeBob would use this.	0
Great for my pain	3
Awesome 	2
same same rythm.I really became happy listening to proini musiki 109 videos and cafe music bossa nova	1
Little big planet	1
wiifan222 Oh my gosh yesssee	1
happy	1
Just end it all.	3
can i use this in my video?	0
Amazing! This music is basically something I listen too if I am sad because it cheers me up! I also wake up to this every morning to get me motivated for school! This absolutely is amazing for studying as well! If I would, I would give this 1 billion thumbs up! Totally subscribing. And you all should too! Thanks, @relax music for doing this video! I give you 8 thousand kisses! <3	1
can i use this music for my video editing ?	0
^_^ 2:60 <3 <3	1
Nice song, really help me to relax after a long day at school. Keep up the good work 	1
I was singing my own lyrics to these	0
Subbed	1
LOVE IT	1
YAYY!!!!!!!!!!! MOOSIC!!!!!!	1
When im sad i listen to this it makes me feel better	1
@  Amen!	1
Me 2, only difference it doesn't make me feel better	3
me tooooo	3
Lord Jesus Christ can make you really happy just speak to Him and give Him your heart.God bless you	1
I always listen to this when I'm sad	3
I come here when I want to fucking kill myself	2
May I know the name of the first three songs?	0
yo is this some magic like	1
and now it's like	2
am happy	1
i was raging	2
Thanks	1
dude how	3
thank you so much it's the best song I ever heard	1
This is my new work/homework music! Keeps me up and productive!~	1
woooowwwwwwww............	3
593 people accidentally hit the wrong button instead of hitting Like!	2
Helped me a little bit against some filthy clickers and yolos in world of tanks, thank you :)	1
Perfect for my and my friends dance routine	1
Yes, Happy music ~ prima volta = first time in this chanal ~ feeling ok for my lunch time at 4.30 pm San Valentine DAY ! 	1
LOVE to everybody	1
This makes me so happy!!! Im in love with Hawaii, their music and their culture in general. I want to live there so bad fml :(	3
Turkeyyyy	1
Thanks to reply to me / I had great moment with this music , BYE ;)	1
Thank you for this music. It rises up my mood and makes my day happy. Many blessings to your life!	1
wonderful music , nice songs ,thanks ,good	1
great	2
Nice music )	1
Musique sympa, au fet vos pousse fonctionne pas	1
Really good tunes. I love ukulele, i'd love to play them ! So much relaxing ! Greetings from France !	1
whats the name of tjhe song where theyre whisling in it..	0
la la la la la la la la	1
Great! But we really need a track list here..	3
While working on the case files of executed criminals, it sure is great having this in the background to balance out the fucked up shit I read in them with the happy positive music. Cheers!	0
diy background music all over.	1
this is amazing :) and the exact thing i'm looking for!	1
so coool ;)	1
so beautiful om gosh xoxox	1
ba je oputavajue.	2
Awesome music you made my day even better	1
I'm sad but now mood is okay now after listening music.	1
i said hawaii music not royalty free music	2
Perfect for a report	2
love it please may I use it for my video !	1
EHYEA	1
Relaxing music	1
the first one tho...	0
helps me sleep	0
I enjoy these tunes I find them so relaxing and I like the different melodies and rhythms but I find the tracks very short as Im getting into the track I find it ending if whoever created this playlist could make all the tracks longer at least 4 mins for each track I would say.	3
People think its for staying awake.... While im listening this to fall asleep and see good dreams	0
i love your relaxing music	1
These are my favorite tunes. I listen to them when I am working to keep me happy!! I wish I could make music with my ukulele as good as these are!!!	1
I listen to this almost everyday with my friends! It makes me feel so happy!	1
are they free to use	0
Play this for your baby. Your welcome.	1
My Son loves this music it gets him sleep all the time	0
Thanks for the music! Whenever I feel sad and lonely, I listen to this.	1
fantastic one ! now everyone is happy! Yaaaaaaahooooooooo.	1
This is great.  Makes me feel good.  Happy feet...Happy Me.	1
Feliz Ao 2018  mi deseo es que tengas un ao venturoso lleno de satisfacciones personales que Dios te bendiga y sigas compartiendo tan bellos videos	1
<3 <3 <3	1
Elsa Sanchez Atoche	1
Is anyone else here because they're so depressed and desperate for any touch of a good feeling?.........or is it just me?	3
Love this music.  Can this be bought especially for first 3 tunes.  I am a ukulele tutor and would love to use it as a background to my teaching	1
I was going to play a scary game so I played this over it and it wasn't even scary anymore xD I love this	1
very nice music..	1
Seems like I've heard some of these on commercials. Especially the 2nd tune.	0
Somebody know the first song plz ?	3
seconds the music hits, my shoulders started moving and i couldn't wait without smiling , REAL MEDIC E	1
A metal head comment passing through.	0
Name for first three?	0
Can you please provide a track list to help identify the music	1
awesome.... thank u so much for the video. always makes me feel amazing	1
All music in this video are from epidemic sound.	1
.:: Track list ::.	1
0:04:18 : Sweet Little One - Clarence Reed	1
0:05:50 : All Together Now 5 - rjan Karlsson	1
0:00:00 : Trying To Feel Good 2 - Niklas Ahlstrm	1
0:07:34 : Our Home Our Life - More than Family	1
0:02:06 : By the Fire - George's Town	1
0:09:35 : Fling On A Thing 2 - Bjrn Skogsberg	1
0:11:41 : Fling On A Thing 3 - Bjrn Skogsberg	1
0:13:54 : A Little Jar of Happiness - Earle Belo	1
0:16:15 : Feels Like Yesterday - More than Family	0
0:18:08 : Little Grin - Earle Belo	1
0:20:02 : My Smile Or The Smileway 2 - rjan Karlsson	1
0:21:57 : Paper Bag (Instrumental Version) - Sture Zetterberg	1
0:24:33 : My Smile Or The Smileway 5 - rjan Karlsson	1
0:26:24 : My Last Name - Got Jax	1
0:28:35 : Smiling Rootsie Ukuleles 1 - rjan Karlsson	1
0:30:33 : That's Fine (Instrumental Version) - Nashional	1
That's all!	2
Lovely music there ;)	1
i love your music, can i use it for my videos? :)	1
Please do not use loops, they are annoying.	2
I use this music a lot	1
I hate winter... :-'(	2
is it free ?	0
Oh no no no I'm Hawaiian and if you don't want other people to criticize you like I'm doing right now than take out the whistle	2
Came here because I'm so stressed for my exam tomorrow that I haven't studied for and on the brink of breaking down..	0
Spongebob?	0
This is so happy it upset me	3
This is fantastic!!!	1
THANK YOU WOOOOW	1
its awesome to hear... may i downlload this?	1
Trkler neredeler	1
When u find true happiness on y t and ur just like :000	1
Came to a video I wanted to watch, but it had dramatic and seriously depressing music. 	3
So I put this on.	1
Very nice music. I like it.	1
I use this when Im playing outlast	1
YESSS!	1
just trying to write a five page paper the night before its due ):	0
I like this song 	1
love this,it's something great to hear when you wake up on the right side of the bed,on a sunny morning.Thx to whom created this,it truly brings joy.	1
I Love Sea!	1
anyone know how I can add this music as background to a powerpoint	0
Most relaxing music. It refresh my mind. Happiness is flowing into my life with this music . Thank you.	1
Beat,es	1
Stones	1
How can we know the single tracks' name?	3
This Song reminds me of pokemon sun and moon	3
I'm so deeply mesmerized	1
I have a Hawaiian themed Celebration of Life event coming up for the recent passing of someone who held a dear place in many hearts. I think this would be great for the background music. It's a depressing event, but this should be good, right? Your thoughts, friends..	1
i love it ,nice ukulele  acoustic music	1
Should be played at every funeral.	3
Can I use your music for my travel video with credits? Thanks :D	1
I use this when I draw to give a relaxing mood!Thanks for the music!	1
Nice, but reminds me of shitty FB videos with awful captions	2
I imagine im in hawaii listening to this while in bulgaria such a shitty weather,you guys must be living the dream	1
If I could I'd reupload this and name it 'Peppy Wake Up Music You Play to Annoy Your College Roommates'	1
Makes me so happy. Thnx for sharing :)	1
Every slime tutorial ever.	0
when it's Saturday.	1
Can you give me a name of the first song, pls ? I really like this, Thank you	1
Mahalo	1
love listening to this while I am in my craft room	1
Can I use this for one of my videos?	0
me gustaa!!!	1
i was crying and searched up happy music and chose this	3
I listen to this when I do homework . Very helpful.  I am obsessed with emojis	1
Deleon dynamics Acrobatics hi	1
a moment of appreciation to my 11 yo brother i caught napping on a sunny afternoon with this music in the sala	0
Me agrada mucho la msica de ukulele, un saludo desde El Salvador C.A., GRACIAS	1
look up little clown. that's my reason for being here.	1
Muzica pentru copii	1
hermosos temas, gracias	1
who played Roblox before	0
ThIs JuSt MaDe My DaY iNtO hApPyNeSs	1
Sounds like a Kickstarter campaign	0
suprb.....	0
Em-D-G	1
Chords for the first song !	1
this is great to listen to while doing homework	1
G-D-C	1
Iam listening this when i play Outlast and watching IT	1
calming...	0
i really like it!	1
Love this! A lot of the relaxing/ambient music here on YouTube tend to be really really sad (!), its quite hard to find something uplifting. This is perfect. :)	3
Can I use this in a video?	0
I  have played ukulele at school only in friday	0
i love this music	1
music is loved	1
Wonderful 	1
Every time I am about to do homework, this is my go to video. IT IS SO RELAXING!!!	0
I just ate a bean that tasted like Spoiled Milk. I then listened to this. The spoiled milk was then gone. Thanks.	3
Like the title. It's very cheerful	1
oh yeah YA!!!!!!!!!!!!!!!!!!!!!!!!	1
good vibes.. bb	1
Can you give tutorials for playing ukulele?!!	0
People who have a happy heart have proven to have a well-formed 'X' shape in their DNA. They don't get cancer and have a good life too :)	1
Anyone know the name of the first song?	0
Truly amazing	1
this made me so happy!! :) :) :)	1
Love it!!! Can I use it as background for a  video? thanks	1
tp is life	1
ukulale kid remix	1
Thanks for this it made feel better after I got my nail of my toe  nail it hurt so bad but it helped me well 	1
I listened to this whilst I was taking a shower	0
This sounds like car insurance commercial music.	3
Nationwide is on your side	1
ajre82 Are you in good hands? Allstate.	2
i have seen in tire commercial	0
ajre82 i know!	1
They really make me feel cheerful and happy jejej i was kinda sad I would love to play the ukulele :D	1
Are you French? :)	1
The first one is my favourite.	1
muy relax, gracias	1
First song made my parakeet laugh.	1
This is so cheesy I love it.	1
i use it for my backround music for my videos :)	1
Great Stuff!  Thanks for posting this music.	1
Ahhh, nothing like these classic happy and calm vibes.	1
It calm me down in horror movie	0
Can you share the chords? Its really good	1
Love it	1
This really helps me sleep	0
RELAX MUSIC --- thank you very much for creating this video! I enjoy listening to this type of music! God bless you!	1
Hey ! What is the name of the song at 36:00 ? 	0
Nice to wake up thinking of HAWAI	0
I LOVE IT! 	1
excellent	1
*I LOVE IT, TOO!* 	1
Can you tell me what is the name of the first song in this, the one with whistling. Thank you! Love it	1
I've been listening to this wonderful music lately. Thanks for sharing! I can't have enough of it!	1
When You Are Cleaning Your Room And Then Your Sibling Put On Some Random Music LOL	0
great music!	1
alexandra fragoso  bom	1
i neede this after beef	0
47:16 what' the name 	1
I like Hawaiian  and irish music :) it relaxes me and makes me so happy thanks so much for this video!	1
What song is at 15:00??	0
I was stresses out and when I listened to this I felt really relaxing and calm.	1
everyone should listen to this 	1
its so soothing great for videos and relaxing	1
love it so much!!!!!!!!!!!!!!	1
Put it on while the scary parts were playing on a movie :D	1
4:18 - my favorite part	1
Love This 	1
second song, but only the second. How and where can i find it?	3
can anyone tell me about the title of first track ? i just want to search for the track.	3
When I need to get away from reality and go somewhere where no one can tell me no, where I'm not bothered I turn on the radio or I turn on music on YouTube and I go far away to an island that I only know about where everything is possible 	2
It makes me know dat life is gud	1
At one point the music got slow and it made me very depressed and upset it was unpleasant	3
Then it got happy again*	1
when your watching a scary video so you mute that video and turn on this it really work	0
I watched something so scary and I need this	0
this music makes me so happy cheerful.thank you	1
im still not happy i still want to die	3
love the music, thank you so much	1
G'morning!!!, This is my 'get into my HAPPY ZONE' music. Thank You!	1
I listen to this while reading stuff about the paranormal online	0
love it make me happy always	1
Very nice )	1
this is awesome to listen to well i play my games like Minecraft to have this playing in the backround thanks!	1
I was curious what they meant by happy music, and i listened, and yea, that's what it is. But it's also a cell phone commercial soundtrack.	1
VERY NICE!!!!	1
I don't mind the commercials - some are really entertaining even. But please don't play them in the middle of an on-going song. sometimes they come on and there's only 30 sec left of the song when it is interrupted. Really?!?!?!?!?	2
just add ads block plus extension into your chrome, you're never have to worry about youtube ads again	2
Thank you for this lovely music. I really needed it on this rainy gray day in England :)	1
Patty Pereira Taylor z	1
anyone know the first song name?	0
what is the name  of the first  song??,..   I need to get it in MP3  and  can not.  help me!	3
Skyler Pierce I was checking if someone did	0
This helped my dog go to sleep, thanks so much!	0
i love this music OMG! plss talk mee if you live in hawaii i am from spain	1
enjoyable music	1
Where in Fla and Spain?	0
I am from TURKEY	1
NIKOKE TUY I am not from Hawaii and have never been there but I want to. I recommend the Cook Islands if you like Hawaii. They are very similar but they are not on a volcano. I went to two of the islands and they are very nice .	1
Eh Im from FL	1
911/420 Good rating	1
No Im not from Hawaii but I am about to go to Hawaii for a week	1
Please, what's the name of the song at 18:08?	0
Mahalo from Hawaii.  Very therapeutic music!	1
Hello, i really like the first music, can I ask how can I get the copyright of this music for business use (just use in promotion video which post on social media channel), look forward to your reply, Thanks	0
that song sucks dick	2
My baby loves it.	1
Anyone else think they could've searched advertising music and come up with the same video?	3
Stefan Ford Omg yes	1
Spongebob music goes with this	1
when u eat dinner alone and it makes u sad. So playing a happy music to brighten up the atmosphere.	1
Sup A.R.M.Y	1
being alone is not a bad thing. don't be sad. Just reflect on life's beauties and meanings. just be happy with yourself and then other people would want your comapny.	1
What a beautiful thought!  Thank you.	1
baozi xiumin get some flowers for the table and be happy	1
Yeah this is satanic music	2
I play this during a police chase	1
@Siegfried Mordrake Predicted the emote.	1
Happy	1
That was a nice situation which I've never seen before	0
Natasha Wall its supposed to be a joke	2
Thank you for the music!	1
How could people dislike this!!	2
I would dislike this because it's a loop.	2
Y u stupid	2
I know right?	3
my favorite!	1
Wilbur Sorto why are you stupid? Learn proper English!	2
same i was playing five nights at freddys while listening to this 10/10	1
very nice music.	1
this is super! so love the first track. i hope somebody can share a track list. please, please....Thanks.	1
thank you! I play this all the time whenever I'm sad, depressed, happy, just relaxing or while biking.	1
que buena msica!!	1
can I use your music for one of my youtube videos?	0
Love it thanks a lot!	1
gingay Plantado 	1
Count me in as one who loves this music. :-). Only thing better would be to be in Hawaii listening to it in person.	1
Sandy Thorpe Gonna go there soon for a few weeks... I'll try	0
Can this music be used in the background of a video I am making? Love it so much!	1
i love it too! although your comment is an year old, i'll just let you know..	1
if you check the description, it says that the music is copyrighted, and all rights are reserved.	1
i think if you purchase a license, you can use it. unless you want a copyright strike.. :)	1
loves it	1
Where can I get this CD? What is this CD called?	0
good! bu, liite repeating soundo rizum too mucu. sorry.	0
Track names for all the songs playing would be awesome!!!	1
@Anonymous wow! Thanks so much!	1
what is the title of the first track??	0
im playing along with my uke	1
JujuBee55 what chords are you using?	0
I love THE MUSic	1
very nice	1
Rewelacja	1
relax music YOUR SO GOOD AT DOING THIS! NP!	1
This is exactly what I was looking for! Happy music, no words, a big splash of Hawaii, the perfect music for the pool!	1
Or role-playing with yourself and swimming in a fake ocean...	1
you made my day! :)	1
I listen to this when I got scammed at cs:go	2
LOL! That's sure an odd reason...XD	0
odd reason but I'm glad you happy too	1
When you watch a scary movie for bed and can't sleep	0
Ti n t Vit Nam ()	1
I just watch a Disney cartoon then lol	0
Like your profile picture, My Hero Academia is awesome! Toga is a bit crazy, though...	0
astetic AHAHAHAHAHAHAHA omg  thats literally the reason I listen too this	1
the music is great to get going and relaxing... pls put more on youtube thanks	1
What is not to like from this music? I love it	1
GET. BACK. TO. WORK!	2
thx m8	1
i like it it helps me play roblox without shouting if i lose	1
like :)	1
I love the first two tunes. They will rise up my mood instantly. I never thought music would have this much power. Thanks for uploading @Relax music.	1
Kousik R same	3
very true though	1
