@Raghu Seetharaman Lol, your ignorance has lead to your own demise. Checkmate	1
@Your friendly neighbourhood emo disappointment lol	3
This is how much followers he lost	0
@Your friendly neighbourhood emo disappointment pussies won't ever admit they're wrong.	3
Should be more	1
Don't u love it when they have 15m followers on YouTube	2
Only 21?	0
Why are people mad about it?	3
What is so bad that he did?	0
I wanna watch the video to make fun of he too bad I never got the chance to	3
@Hdhshxhs Whenever your definition is, I don't really care but someone else would probably shit fury on you.	2
15million FOLOWERS on YOUTUUUBEEE WHAT U MEAN SUBSCRIBERS	1
Besides, what he  did WAS funny 	0
'what he  did WAS funny' Explain that to the mans family.	1
The point is people here don't know you so they can't tell if you are joking. Saying 'Can you take a joke?' sounds like a cop out.	2
@Joe Feigenbutz well clearly it was, I was being sarcastic. If you can't tell that then you are the daft one.	1
@Joe Feigenbutz What is your point?	0
Yo..6.99mil subscribers for this channel..nice	1
Could you actually see the body	0
Did they say 15 million FOLLOWERS????? Its YouTube not instagram	2
I saw this on the news I didn't know this male	0
Random woman: he has 15 million followers on YouTube	0
Wait...thats illegal	0
China: We have the worst tourists	1
can you still find this vid online anywhere?	0
Hes such a fukn douchebag. Only people follow him making him rich.......... douchebags	2
America:  Hold my beer	1
Aaron  talking tough 	1
he is such a spectacular douche.	2
In fact, Japan is suicide country.	3
Japanese people are  Looking away.	0
An apology isnt gonna cut it! Raise awareness for suicide by not mocking someone who has taken their own life 	2
Not so much looking away as we are grateful to have been Problem presentation.	1
I cant believe he actually did that! My sister committed suicide and I dont even get how someone can think of doing something like that. Not only showing a dead body but visiting a place called The Suicide Forest. What was he thinking?	3
What a piece of shit. Screw you he ...	2
An uncivilised and uncouth American tourist.	1
Fuck I wanted to watch it	2
Why do yall talk behind peoples back	0
Suicide should not be frowned upon. Actually, more people should consider it.	2
he : Welcome to my world	1
James Charles: MY CAREER! WHERE'S IT GONE	3
@I'm an ordinary person who like s agreed	1
he . GET CHO ASS OVA HERE SO I CAN FRIDHWBBW SLAP THAT SMUG FACE OF YOUR HEAD.	2
He did for views hes just a idiot	0
I like him. Let it go. We need to talk about suicide.	2
he , he is legend	1
He and his minions are going to ROT IN  HELL. 	2
ya bitch why you fucked up yo he 	0
He has 15 million FOLLOWERS on YouTube does she know YouTube at all? =(	1
Followers/subscribers. Same thing man	1
Hes just a big jackass	2
Bro just stop	2
I lIkE mInEcRaFt	1
- Joji	1
Im Japanese/white and this makes me horrified. I wish him good and I hope he goes through some major MAJOR karma. Im sorry he, but you did this to yourself.	3
I'm glad ksi won	1
Every time my boyfriend gets drunk my anus feels like it wants to commit suicide. :. (	2
he : YO WE FOUND A DEAD BODY	0
Damn ass he	2
Also he : I meant to strike positivity and raise awareness	1
Tbh Its not Really his Fault We all make mistakes;-; Ans they Fr gotta deal with it	2
Did she say.....f-fifteen million FOLLOWERS on YOUTUBE	0
Did he have to upload it	3
Who is here after watching Akash barmon channel?	0
Ironic since the news and media exploit and sensationalize similar to he 	0
Nah ksi is better	0
he : *looks at himself*	0
Saw it before it got taken down	3
That's fake news.	0
Also he : *I'm gonna end this man's whole career*	2
This is why I dont like he ! Hes a really bad person!!!	2
how can you think its okay? this guy was in pain and they mocked the death by making light of the situation. 	3
Bullshit that forest has been on tv	2
I don't think money or success is always given to people who could do the right thing with it.	1
I can never take anything serious when he  is in it..	3
Someone beat the shit out of this imbecil	2
he and jake is retarded	1
Looks like ANOTHER AMERICAN ASSHOLE	2
I searched up guy dodging a dodgeball and this showed up	0
Im just trying to find the original clip	3
Vai Brasil	1
Id never let my kid watch the  brothers, or any of Team 10.  They are NOT kid friendly in the slightest. Good or bad,, Views are views for him.	0
LOOOL, that man doesn't know how famous he got after his death xD	1
But the Comments for that video where saltier than the Pacific ocean	0
he  could go back into forest & shoot himself for a YouTube video.  That would raise suicide awareness.  And help the gene pool.	1
The original video was taken down by YouTube for obvious reasons 	3
he :I will be the best youtuber ever	1
Dangly senpai:imma end his career	0
Followers in youtube guys	1
TheCircle and theres a reason for that.	1
Lol, ABC is stupid. '15 million FOLLOWERS on Youtube' ITS CALLED SUBSCRIBERS. LMAO	1
They should have arrested the scum, he harassed people in the streets of Japan	2
How young are you?	0
Why does the news channel always fucking saying followers on YouTube	2
I seriously don't get people who commit suicide.. ending your life for stupid reasons.. how more stupid can someone be. THIS IS WRONG.	2
Did she just say followers on youtubers	0
Just remembered this vid and I was like huh wonder where that body came from	0
he should delete his channel cause he got beaten by ksi	0
News anchor is sure impressed by how much he owns	1
He honestly has a lot more to apologize about than just this. Not saying this is nothing because I saw that video he peosted and I dont understand how he could have by any means thought it to raise awarness. Its disrespectful to the family and to the person who unfortunately took their own life. He was obviously going to get an uproar from this because its sickening. Being someone whos dealt with suicide and attempts multiple times both very person and first hand, it made me furious when he posted it ti have a laugh with hus friends as I knoe it infuriated many other people as well. He has caused so much damage, done so many wrong things that apologusing isn't enough, he's a horrible person for thinking half of the things hes done is ok, I just wish he would actually think before he did...	3
Stupid he  fans still supporting him after this	0
Block him and bring Bart Baker backkkkk	1
First off it's absolutely amazing that anyone would watch a complete f****** moron like this guy. He's never worked a day in his life could care less about anything but himself and makes millions of dollars doing nothing. I bust my ass and do this every single day for real I stand in the middle of forest beings every single day. I have 20,000 still pictures from live video of these creatures. This is a Bigfoot Forest it's amazing how f****** stupid all of you are there's no other way to say it. You're all brainwashed and you don't even know it if you want to see real stop by. Freaking amazing how dumb people	2
WTF why did he even do that tweet out stuff instead of putting footage of suicide and dead bodies on a app that kids watch	2
He deserved worst then death	2
i. Am not a fan of he but he does definitely not deserve to die.	2
yeah i hate him too	2
I'm talking about he of course	1
Nigga	2
Who came here just to actually rewatch the actual video he made	0
He posted the video for suicide awareness but laughs in the video	0
Hate him	2
In what world Is it okay to film a dead body. ON YOUTUBE? WHERE KIDS CAN SEE THIS	0
Who else got triggered when she said He has 15M follower on YouTube instead of Subscribers	2
Me bitch...	2
Dead man: oh I'm good	0
who remember this	0
Go find your safe space kid.	2
like if you do	0
Fuck u #  	2
That's discusting like i freaking had a nightmare of that because of how disturbing it was. Who tf thinks its okay to show a dead body and laughs about it	2
He has got 20 million subscribers now, so perhaps it was a good idea after all.. lol	0
Who with this in 2020	0
Anybody should care why?	3
It has been an year since this disgusting incident happened and I still diss him for what he has done....	3
I hope he will catch on fire into ashes	2
Whose here after lsi v he  rematch	0
I laughed my ass of the first time i saw it on tv tbh :) The irony is to good	1
Wow, I bet people would love to see footage of me, an absolute moron, filming a dead body inside of a forest.	2
Almost 2 years ago	0
Ahh, Adrienne Bankert. She used to be the traffic girl in Sacramento, KCRA. 	3
I'd give anything to record myself killing him and then post a video of his body for 5 minutes.	2
thay targets teenagers and children?	0
wow that's pretty gay	3
@Darkrai -8 years old and I already won this award?!?	1
God I hate this gay brother duo	2
wow u called them gay??! What an insult. Best insult of the year goes to this 8 year old kid on the internet	2
She said he has 15 million followers, its subscribers not followers.	2
Hes raising the suicide awareness system?	3
I did see the video.  It must have been bad.  I dont think filming is terrible but it all about the tone and how things are said.  IMO.  Im curious now how the video was	1
Whyamiwatchingthisin2019	1
Also, why am I here?	3
Who the fuck cares seriously? Fuck the world has become a bunch of pussies	2
Lol what an edgy kid	1
I'm gonna take a wild guess and say the dead mans family probably cares.	1
True, cause no one wants he  to film you dead and make money of of your own corpse.	0
WTFFF	2
2:16 anyone saw the fhrintp Guy????	0
S eu que vim pelo vc sabia?	2
15 million followers on YouTube its subcribers	1
i hate this b$#*	2
Kids.. stop making stupid people famous.. wtf.	2
he  boi better	0
he : 'I didnt want veiws or to harm anyone' 	3
Also he : 'HAHAH A DEAD BODY' 	0
My dog he: 'This is a discrace to my name'	1
Hey your named after my neighbor's hairless cat *that cat doesn't look good I think your the cat*	0
Schnitzels!!	2
Welp im here bcuz of the video 'Suicidal Forest full documentary' and most of the comments r like from he  stuffs. Bruhv idk why but im pretty offended there-	0
His apology is not sincere and he make the video to make money and when he say sorry it not true   he look at the computer for he channel not destroy	2
Whos here after KSI vs he?	0
That is messed up, I would call the police jeez	2
15 million FOLLOWERS on YouTube agh the pain	3
Who here after the fight	0
Fuck Sophie and arun i love my boy and im not a kid im a 19 year old	2
Ok boomer	1
Aaron  was my hero back then and he still is today 	3
If you didn't do it for the views then whytfyoupostedit	0
Who is here after the second ksi vs he  fight?	0
CBS F U	2
You illiterate fuck.	2
Whos here after he got smacked by KSI who ended his career at last.	0
Boot asss click Bait had me think it was the real video	0
Wouldn't the left claim this to be a hate crime? They're race obsessed.	2
he did not get smacked by ksi. It was a split decision, and if he retained his 2 points, he would have won.	2
Yeah - pretty sure his career will survive tho. Split decision and scored the bigger knock down....not like he got devastatingly finished....	3
Wasnt it a tie tho? Just wondering.	0
I remember Being the 3rd view I was so happy now I hate him 	3
they both got paid	1
who here after ksi beat his ass?	0
Who else is here after KSI beat him? 	0
Whos here after KSI ended this mans career in November 2019	0
Hi Bye lol they have the same score dumb so no one beats him even ksi didn't beat him cause they have the same score DUMB	0
Destiney dont check My profile Stfu you fucking virgin he won dumbass go watch the vid idiot 	2
Hi Bye ksi didnt beat him they took the points off they should have gave him a warning your really stupid	2
hes literally a sociopath, if this was the only thing he ever did wrong, then ok. But hes been shitting on his neighbors lives for 15 years. He will eventually be murdered or put in jail.	2
Keoniquhikjhsojmni9n)ihkkjaHelpImDrunk	1
Whos here after ksi beat his ass	0
His career committed suicide in the forest	3
KSI avenged the Japanese man. His soul can rest in peace now.	3
@Im sorry sir its time for you to leave shut up satan	2
i hell doesnt exist	2
i stfu	0
In hell	2
heg 4ever. Also for me he is winner, ksi was good but he won that fight.	1
0:33 did this girl really just day 15m followers on YouTube LOL in pretty sure it's subscribers. Weird flex but ok.	1
Now he lost against ksi lol	3
 is an asshole.	2
Take that L he	1
She said 15 million followers on YouTube xD	1
Of course Japan is the best at kamikaze	1
He just did a harakiri to his own career.	0
This is why i hate he 	2
I hate he , hes a spoiled little BITCH and he needs to grow up and get off YouTube. Hes fame that comes from little fan girls makes him have a chip on his shoulder	2
They funked over Lagan  because they have to many feelings fucking liberals suck. Just because it affected you someway because it was suicide doesnt mean he did anything wrong. Its not like he laughed because there was a dead body. He showed a video that he happen to get and wanted to raise awareness. I think hes a dick but not for that. Was just to many feelings involved by a bunch of clowns from liberal Hollywood.	2
SNEADLEVISION SLOTMAN except hes fans are 8-10 years old and hes showing a dead body	0
You do realize most of his audience are kids? Some probably younger than 10.	3
What a idiot	2
........	3
But nas posted there on YouTube	3
im just here bc of nas daily	0
Did nas post on that area	0
Fuck U he	2
Fuck your profile picture 	2
You fucking chap	2
Did anybody else see the video?? or just me	0
was the I get views appropriate ?	0
Yea to address the fact he wasnt trying to show a dead person for views or money	0
Ofc it was he has to flex how much views he gets lol	1
I think his channel needs to be demonetized for what he did That is very disrespectful towards to a deceased person and he should be charged with wait I don't know what criminal type of charges right now in Japan	2
He should have taken that stupid hat off.	2
'followers in YouTube' really? I think it's 'Subscribers' :) .	1
I don't see the problem .....if you hide death the entire time which the USA does and we are one of the only countries that does it.....it's a growing up experience and as a American you will only see it when you travel or war unless it's your family and the first time will destroy you especially when it's a loved one.	3
Wtf does it matter on the news its fucking YouTube and btw ik ABC news is only doing this for views	2
There is no need to discuss about his reaction. One person committed suicide and we should focus on prevention. Depression is still taboo and not accepted in society. If you have any psychic problems, people want you to hide them. We have to learn to talk about it in society!	3
Here in 2019, after Ninja mentioned him in his say regarding 'Content Creators'.	3
Dont people ever think that it probably was a murder	2
Thats a great idea for a killer like if u kill someone jest put them in the suicide forest people with think They kill themselves	2
What an asshole he is	2
he  is a dumbass ive never liked him his personality is just douchey	2
All of the comments on this video, are all *memes*  	0
I got to see the video	0
It's on archive.org	1
Beware cu'z he change just for like a week/ now his back on business/ dont get effected of this desease	2
Aaron  wanted everyone to make sure he is not affiliated with him 	0
Why is everyone like mad at him he did not mean to say what he did	2
As everyone else has pointed out, he had plenty of time to review what he was saying and doing while he was filming, editing, and then uploading. In such an involved process, even if he wasn't completely in control of all his faculties whilst seeing a dead person, he should have known that the presentation was such that it should have been edited out and either discussed later or not brought up.	0
Yes, people come there in the forest and end there lives, they tie the string on the trees and they walk and stay there...they tie a string cause they might change their minds you can barely see light there i saw it from nas daily and nas friend went there and died, i know i am young but i know the right thing.	2
Ksi saved his career	1
Ok but if YouTube deletes suicide could they delete porn?LITTLE KIDS WATCH IT TOO GET A BRAIN YOUTUBE!	2
ABC NEWS IS STUPID	2
Congratulations he you are ruining youtube's reputation you fucking genius you are destroying the business that makes you get money because you are too fucking stupid to understand why what you are posting is wrong	1
You libtards do worse. Please dont be so hypocritical.	2
Holy hell this is Crazy	0
here this is for u he  he doesn't care about what's happening (november 3 2019)	3
Lets be honest everyone makes jokes about this and dont fucking lie	2
The only idiot is the person who toke they own life in my opinion other people suffer from the stupid thing hes done by hanging himself	2
It happened. Get over it. Hate him for whatever reason. But the past is the past. and we can't change it.	2
Aight, let's forgive Hitler and Stalin, same goes for Mao, they killed like 6m+ but hey, that's years ago	2
He as over 15 million YouTube followers !!!!! 	1
Im so mad!	2
Agha Noor Vlogs no Im saying that I am so mad that the presenter of the news show talking about him said he has over 15 million YouTube followers cause there not called followers there called SUBSCRIBERS!	2
You are messed up I hope you go through hell because of what you done here today and cannot be undone don't lie about it	2
15 million FOLLOWERS on youtube XD	1
You are so jelous	2
ABC News you are shit	2
1:53 Awareness my big chubbe ass	1
15 million followers on YouTube 	1
he : Ooo, dat a dead body?! 	0
Stupidity: It is time to ruin this boi's whole *career.*	2
LP is bothing but a piece of shit. Don't give him any attention.  	2
He should donate to #teamtrees	1
15 million followers on YouTube	1
Can someone share the real clip of the body	0
I really don't understand the backlash...	3
@Slap shot Studios1708 i believe they said the age range of his content was targeted to high schoolers to 21. So if he puts whats in it in the title, and he targeting this group but a kid sees it, I would say it's unfortunate. However this level of backlash is goofy imo.	2
DropSixteenTV Tv yes he does and if you see people who are fans of he theyre mostly children and theyll just click on the video because theyre big fans of him	2
@Slap shot Studios1708 but he put in the title there's a dead body from suicide and he doesn't make his content for kids. So no, I don't.	2
DropSixteenTV Tv most of hes fans are kids and he goes into a forest known for suicides and films a dead body and you dont know why people are upset?	3
Bruh why do people even watch him	0
I still see no problem with that video and I never have. Theres a lot worse on YouTube.	0
Ben Richardson you have to be really stupid to not think thats its ok to film a dead body when most of youre fans are kids	2
Clearly you havent had to deal with suicide and dont even say that you have	2
It was extreme disrespect to that man and the firest itself. Read up on it it explicitly say dont film and dont take pictures he slapped that whole country in the mouth and laughed	2
And thats the difference between a person who has empathy and one who doesnt. Never disrespect the dead especially knowing this one killed himself due to to toughlife situations.	2
Ben Richardson ??	0
He is such a douche bag.	2
Glad he won't be able to step a foot on Japan again. Haha 15 Million followers but no common sense.	2
I did it for awareness	1
*makes jokes about it*	2
Nobody:	0
he : HEy I wAnT FucKinG ViEwS So LeT'S Go To A SuiCiDe ForEst anD FiLm SomEone ThAt tOok HiS LiFe	2
WHAT IS  WRONG  WITH  THIS  PERSON	3
Society today has become nothing but a bunch of fucking pussys who can't stand shit go back to your binkies until you grow the fuck up and can handle real life shit in society fuckwads	2
Makes you look like a coward too	2
Cussing every few words doesnt prove your point lol	2
Why are people in 2019 commenting on this video and hating on him 4 days ago lolol	0
he : 15 mil subs	1
PewdiePie: 101 million	1
Me: YES	1
Well no shit its called suicide forest	2
I feel ashamed to have been a 12 year old when this happened.	3
Like nigga you go into suicide forest what you think you gonna find a pokemon	0
Everybody makes mistakes but I don't think you should blame the Maveric   for something like this	2
PBN Trainers asosiation dude he had a lot of time to think about uploading the video that had a dead body in it when most of his fans are kids	0
Haters gonna hate	1
Followers on YouTube SUBSCRIBERS DUMBA**!!! SUBSCRIBERS!!!	1
This is how many people unsubscribed after the video	0
he : *dances and films a dead man hanging from a tree* 'lmaooooo im literally youtube history omg u guys its a dead dude lol'	0
Also he : 'I intended to raise awareness for suicide prevention.'	3
he : *waltzes into SUICIDE FOREST wearing a frickin TOY STORY ALIEN HAT, FILMS a dead person, taunts them, and titles video WE FOUND A DEAD BODY* lest we forget the thumbnail... 	0
Also he: nah nah Im not doing it for the views 	2
Rest In Peace to all those who have ended their life, if you are contemplating suicide, please get help, you are worth the world to someone although you may not know it 	1
he : I'm sorry	3
The Guy who took his life: 	3
LolGetRektGaming more like _	2
I don't know how old this is but i never understood what happened lol	0
This still gives me chills I forgive him though	3
Omg stop commenting bad stuff about him!	2
Cuz I cant like all the comments 	2
#teamtrees 2019	1
'15000 FoLlOwErS on YouTube'	1
Vibe check	1
He's a April fool joke. I hope ksi demolishes him	2
Loser	1
Did he write that or did his intern write that 	0
There are 2 things I can't believe:	3
1- How idiot he is to think posting this was a good idea	2
2- How some people can still defend him	0
@Pancaqq no problem	1
Joo Leote yeah it was lol I just thought Id say that because people think he laughed disrespectfully! Sorry!	0
@Pancaqq Yeah, I laugh when nervous. But I didn't complained about he laughing, I complained about him showing a dead body in yt. Idk how much he censored, cuz I didn't watch the original video, but I heard it was little	0
Joo Leote there is a lot of evidence here that he may not be as crazy as you think. Have youve ever seen a dead body? Its scientifically proven that seeing somebody sad makes you sad. Also, in some people, feeling uncomfortable comes out with a laugh. Should he have posted it? No. There is no reason to not believe there was some human nature in there. Imagine how scary that wouldve been.	0
This big idiot  is still gaining subs coz JJ saves his carrer	2
6 reasons why he  is hated.	2
1. He is still healthy.	1
D 0 P E _ 2. Hes a dumbass	2
Me: thinking showing a dead cat to youtube is bad.	0
he: hold my juice box	1
he : wow! A dead body in the SUICIDE forest?!	0
This will be a great thing to post!??	0
Yeah Im here in 2019, and yeah Im still disgusted.	0
Vlad Constantinescu Youre going to hell and sucking Satans ass	0
is fucking fake	2
yeah me too cuz nobody understand that the dead body is a paid actor	0
Yep its actually fucking disgusting	0
*BOI*	1
he  cares about people lives? Ok, fine I guess I shall like him 1% more than than that 2%	3
fuck the ABC	2
Are you mad because they deservedly trashed your 'God'?	2
Hey this was posted the same day as his apology video	0
This is funny to me. Because now if you act like he  you will be either chastised or non respected	0
know shit sherlock its called the suicide forest why would the be a body there he?	2
0:34 'He has 15M *followers* on Youtube.'	1
Most kids will be in disgust.	0
'I intended to raise awareness for suicide and suicide prevention . . .' ?! he  is  disrespectful and a complete imbecile to lack any respect for the Dead. Also, on his video, he did not believe that the hang individual is a real corpse and he fooled around the hanged body. Over all, HE KNEW the nickname of the infamous Forest that its called 'Suicide Forest' for a sole reason!!!! In other words, he  is a DUMB FUCKED UP ASSHOLE who has no considerations about how precious life really is . . . . . . . .	2
'15 million followers on YouTube' 	1
Uh, they're called subscribers	0
The real question is that she said his channels followers	0
The real question is why do kids like you give a shit?	0
Que asco de canal el del tipo	2
The dumbing down of America is real	3
Dame the suicide forest made his career commit suicide via boxing  eh idk well see who wins lol	0
Even imjaystation visited suicide forest for the video	3
*'15 million FOLLOWERS on YOUTUBE'*	1
Internet: im gonna end this man career	2
Man I forgot about this lmao......but for real though he  shouldve realized that filming and laughing a dead body would kill his career :/	0
That dude is a fucking liar. what an Asshole	2
So what who cares people die everyday	2
A  yes but this guys fan base is mostly children and hes just posting a video showing a dead body	0
True, but it was still kinda messed up for filming it	3
Say that when someone you love dies.	3
Damn  u made a lot of haters xD	1
wait what is she said 15 million followers (she said followers ) is she gone mad due to the he 's video's	0
He is irrelevant	0
he : says he was trying to raise awareness	0
Me:butcha didn't	3
But honesty suicide is not a joke and what he did was wrong	3
In my opinion he's a big idiot because he just ruined his career like majorly.	2
Hold up, how did he know that the guys hands were purple without his color glasses!?	0
I like how ABC news calls subscribers on YouTube followers	1
Dieser wichser!	2
Was hat er geraucht?	0
he  is shit	2
What a liar	0
This guy was never sorry. What a charlatan.	2
Ikr what a tot, the scoundrel	3
Me: Sees body	0
Also me: I'mma report this..	2
So! he tell me why you didn't do this shit?	2
When they says followers instead of subscribers, like this is face book	3
So I see you have chosen death... Also	0
Nobody cares about this dood anymore	0
followers on youtube uh	0
At the time of this, I was a HUGE fan so as soon as I got that notification, I clicked straight away and I was one of the unlucky few. Some would call me  lucky  but its honestly a scaring image and I know how others who also saw this feel. The whole video was so wrong from the way he was going on about seeing dead bodies and he seemed excited to the fact that he showed the body to an audience made mostly of teenagers and young children but at least he blurred out the face of this poor person. More you tubers need to think twice or three times before posting something 	0
R.I.P.	3
But still, it was horrifying to see.	3
In my opinion, you were lucky to see that video. If it hadn't happened, you would never have seen he's true colors.	1
YouTube should of ban him for life	2
'top entertainers of the world* filming a dead body and uploading it is entertaining?	0
KSI will remove his last braincells after November 9th	3
But he didn't in his own hometown 	3
Why you think he will do beat him in usa	0
Is it kinda wrong that i wanna see the video...?	0
Mei kogg sdings. Bat hie is bikk	3
He also acting like a child	0
new lady: HE HAS 15 MILLION FOLLOWERS ON YOUTUBE	0
YouTube: am I a joke to you.	3
I wish it wasnt deleted, I am trying to see a dead body, I go online and purposely search for this crap	2
Or just go outside and kill someone since theres something wrong with you	2
So go online and search for it...	0
I like how everyone is rooting for him with the KSI vs he  and they just totally forgot he laughed at a dead body last year 	1
'YUPPPPPPPPPP'	0
He laughed after finding the dead body how is that helping	0
y is he trying to box people he should just go back to videoing peoples dead bodies the pedo he's a fuking cunt and can go rag his mum the bitch	2
He has 15 million followers on YouTube	0
Wait you can get followers on YouTube?	0
@Vp Icy Ye, and I was just saying as well.	1
dsadsa sadsada lmao I was just saying	1
follower/subscriber. Same thing different name. Why do you kids even care :)	1
Hey guys can u follow me back plzz	1
Thahila Miller 	1
who's here in 2019 rewatching this because it makes them feel good ?	0
Me. I'm glad we got rid of he ...	0
Joe A.A  nope	2
Look at PewDiePie and hes pretty famous nextmeme	1
15 Million FOLLOWERS?! Seriously I thought they new what Subscribers were on YouTube because of the fact of them posting on it......	0
'He has 15 million *FOLLOWERS* on Youtube'	1
This guy is disgusting! He is not sorry and never will be because if he was he'd never had posted the video! And don't get me started on the 'Oh, but he apologized and took down the video' sh** cause he only did it when he was loosing subscribers by the second! I'm not one to hate but if you still like this guy after this video and countless others like this then you are just as horrible as him.	2
Also, can you believe the nerve of this guy to say in one of his tweets 'I didn't do it for views, *I have views*' as if he's telling you how popular he is even when he's supposed to be apologizing!? Honestly guys, I don't know how you kept calm and unbothered when you were saying all this. If I was there I would have probably told everyone to grab their pitch forks and torches cause we were going on a hunting spree.	2
Don't be like he  or his idiot brother (who I'm sure is just as douchey as his bro, if not I'll be surprised) cause these people are hated by soooooo many people, including me. Be nice, respectful, kind and thank you for letting me rant. I really needed to. Bye	2
Everything about this literally screams he has no feelings	2
jake pal is an idiot a stupid ass hole	2
Thats he  are you sure you arent the idiot here lmao	1
I cant even find the damn Video ... has someone a link maybe??	2
It was deleted	3
he  and jake  are both shit	2
2027?	0
