snap-cooltony500	1
I didnt cry.	3
I think i am broken i did not cry what is wrong with meh ;-;	3
Wow How Did I Not Cry	3
Aku gatau kenapa menangos who put onion in here	3
In going to sad	3
I'm not even crying, I'm balling 	1
I think in not gonna cry hehe	0
What is so sad I dont get it	3
well its the same time again im sad and i look sad videos! NICE! thats what i need!	3
im heart broken	3
lol I didnt cry I was just happy that the man did the act	1
That man is so kind IM CRYING	3
 I cwied	1
It got me guys 	0
that's really sweet	1
ya'll this video ended and like i got goosebumps and like wow	0
Thank you for having this video out in the public because my week has just been crap and i have needed to cry for so long but couldnt push the tears out so thank you for giving me the extra shove i appreciate it	3
Fam that ending when their grandpa was the man in the queue legit shocked me Ngl like I had my mouth open lmaooo	0
I hate chinese ladies, now Im crying	3
Even though it didnt make me cry I still liked it	3
l didint cry	3
This was so cute I was about to cry:(	3
Is it just me or does anybody else think that plot twist was perfect.	0
@Boyy Girll Anyone could see it coming	0
I dont cry but still  sad	3
Rambunctious Recruit oh nice to know your opinion. May I ask why?	1
No it was fucking ass	2
Who cried ???	3
Actually me 	0
I just laughed at the shitty acting	1
Mya Daou I think im heartless I didnt have one tear im disappointed in myself	3
This is so caring and amazing... I didnt cry, but I know for a fact that I love this anyway. 	1
Like if you cry too	3
Imma cold bitch 4 crying rn	3
Kill them with kindness 	1
This actually happened to me before but with a zebra cake instead. Me and my sister went to a tiny store super close to our house and we didn't have enough money for a zebra cake. We put it on the counter for someone else to buy. But went we exited the store the man ran up to us and said that he paid for it for us. I was so thankful. I gave him a hug then left! Everyone can show a spark of kindness by just handing out a gift. Every kindness has it's own world and anyone can join it if they really try!	3
.  So.  Sad	3
I did'ent cry	3
I guess Im dead on the inside am I like chandler from friends	0
People nowadays fever do that	0
Not sad didnt cry	3
Who came to cry cause you just wonder whats life for and thats me right now and ITS SO SAD i just i just dont know why i do dis stuff	3
Spred kindness	1
why cant i cryyy  any video i watch i cant cry	3
i try and try and try  NO VIDEO CAN MAKE ME CRY NOT EVEN DA LIKES or  when i lose friends  am i missing the pieces of sadness	3
I no cry	3
Who actually didnt cry?	3
Not sad	1
I cant cry right now because my eyes are cold	3
Cristiano JR 	1
I didnt. I cannot comprehend how people find this sad.	3
My mom showed this video to me on Facebook once	0
that was so sad	3
Me too I love this show	1
I bid not cry	3
i didnt cry but, it did make me happy. Its good to see kind people in humanity. :)	1
why am I not crying I did not cry	3
I dont wanna cry i want something to make me feel better	3
This is video makes me so happy	1
Omg this is sooo sad	3
My dog died when i was only 13 on my birthday 	3
Like if u love ur dog 	1
Edit: my cat died the same day too wtf	3
Any sad videos like these always make me cry and I cry H A R D	3
My dog passed away when I was 5	3
Matthew Trappe Oh I was about to say you gonna turn 12 but ur 11 and Im 10 years old	3
Im so sorry for you!!! 	3
What the heck my dog Zeus got kidnapped i miss him i want him back he was my best dog along with my own dog Oreo i think that was her name i cant remember because she is not here to join me..	3
I dont have a dog. And when my fajily did have one it dided when i was a newborn. I never got a chance to get to know her	3
I didnt even cry once WTF	3
this wasn't sad i was on my feelings and i thought watching this video would make me cry buh it didn't buh it still is really great so give it a thumb up porfavor	3
Didnt make me cry	3
It was him!!	2
Asian videos are far off of western videos	0
Its heart touching and sad but not enough to make you cry....	3
But you sadly realize that when you lose it all...	3
I am not crying but I sad for something else 	3
You need to lose what you have to know how much it is worth, and how much it means...	1
I really love it but I didn't cry but it made me feel good and learn something's	1
I have not cryed in years am trying to make myself cry but it's hard	3
No. This didn't make me cry.	3
THIS THING DID: https://www.youtube.com/watch?v=LnXHNefXpnc	2
This reley made me cry	3
AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA	2
I cried at the end	3
I watched this because i had an eyelash in my eye and i needed some way to get it out	3
im very sorry to say but today my classmates mother died.like if u can relate or feel sorry:(	3
I did not even think about crying	3
Anyone else noticed she was only buying buy one get on free stuff and 50% off stuff like if you noticed	0
Amazing!!! I can't understand that when we see people doing good things it's sooo emotional(-:	3
This Made me Legit Tear up	3
Made me cry	3
Made me cru	2
I dident cry	3
and sad	3
just here to get something out of my eye, literally	0
It was not sad but is was intertaning loved it	1
Not sad. Just heart warming...	3
that was cool and nice so not sad!!!!!!!!!!!!!	1
But remember	1
YOU are great	1
Sorry but the face at 3:41	2
I know you're probably sad	3
OFTEN we cry	3
UGWANDA knuckles will brighten your day	2
I love you and see what it spells out	1
In Germany we call the dude in the Supermarkt a Ehrenmann	1
Hqhqhhqqhqhqhhqhqhhahahahahah was fr ein ehrenmann dies zu kommentieren	3
I didn't cry. Wait, am I soulless.... na I cry to much for everything else.	3
I love you all so much and stay great and stay positive	1
Fucking bitch i didn`t even cry.	1
Its sometimes difficult for me to make my baby crying smile but I think its easy for us to make our parents smile. We should care our parents much more.	1
I was already crying so I was crying more	3
That did not make me cry	3
i cryed	3
A girl in my class got bullied for being Chinese, yay	2
@Jannat Ahmed I do try to make it stop, but no matter what it always starts again	3
And u said yay u should be the good person who actually stops it or takes action but no u don't imagine how u would be feeling if u got bullied just take some advice from me and maybe it will help u to become a better person.	3
omg guys lets be nice to the kind. people this video sure made me cry	3
I dont get it	3
this is so sad :( I actually cried	3
How did the man know it was their grandpa	0
I'm lowkey haeing $ problems so that hurt	3
I must be cold hearted cause I didn't cry	3
No you not a cold hearted person, Just because you didn't cry. It's natural for some people to cry because they are very emotional human beings!	2
im tryna cry because there is an eyelash in my eye	3
so cute	1
but not sad	1
Omg my eyes were super dry and I was looking for a video to make me cry and awww this video did the job :)	3
Honestly i didnt cry but it was sad enough to make my mom cry	3
Im crying so hard	3
This doesn't beat 'its quiet uptown' by the hamilton musical (sorry, not sorry. Little hard in the heart)	1
omg this was too cute.	0
I'm fucking crying my eyes out rn	3
eek i didnt cri	3
But it was sad	3
Sry i cryed inside but not the outside because i dont realy get emotions	3
That is cute	0
That was so awesome! Spread kindness everyone!	1
Cray :(	3
Dude i literally cried	3
Not crying	2
4:10 I almost cried at that part this hit me so hard	3
Like and reply if you laughed because I did.	2
huuuuu me llore todo ... me toco malll maaalll	3
Yall niggas actually think this shit sad lol	0
I'm crying!	3
so sad	3
OMG THE OLD MAN WAS THE GUY IN THE QUEKE	0
im sad but not crying	3
If we can make up a word i would want one where no one goes hungry, where no one ever died. But you know such a world exists already don't you? The lord made that world, the question is are you ready to join it? ready to throw away sin for light? to help others? The lord will help you through it just keep praying, and we should do this for anyone, rich or not I will do it when I grow up. And everyday i will come and see how many people had actually read this through, and took the time to understand. The lord and i love you all so much. Your always loved and your always rich, you just don't know it yet.	1
3:37 I'm grinning so hard and this is suppose to be sad.	0
I CANT BELIEVE I DID NOT CRY THAT WAS SO GOOOOOD!!!!!!!!!	3
It's really difficult to take seriously a video with such a title	3
HAPPY ENDING!	1
im gonna cry	3
Did not cry a single bit haha	0
I surprisingly didnt cry	1
First I was saying I won't cry but then at the start the guy said u can take the cake	3
This is adorable w	1
I was in tears	3
How do I always end up on this side of YouTube? Its 5am.	3
i knew i  will cry and is so 	3
it felt like nothing i didn't cry-_-	3
God bless	1
Omg this made me cry so much 	3
This wasnt sad this was motivational	1
Legend has it... no one will kill the loop of helping others, from that man, to that girl and to others...	1
uhh i didnt cry but i almost cried when these people had a spiderman action figure and then someone got a green spiderman and they stopped playing with spiderman	3
Almost cried.	3
Im not crying but that was deep xD	3
I didnt cry heh	0
I'm trying to cry for a tik tok	3
In the feels	3
That cake was for her Grandpa... nothing is more sacred then a grandparent	3
Omg the grandpa to the little girl whas the person who buy the cake to the boy	1
Didn't cry	1
THIS DOESN'T WORKS	3
But i have feelings up	3
You all need scp 999 to hug u all	1
I didn't cry but be kind and I'm gonna tell you guys a story I'm 10 and I had 700 hundred dollars with me so I was like I don't care if my money is gone i wanted that homeless guy to have a better life so I gave it. Be Kind!	3
I'M NOT CRYING.	2
I didn't cry....	3
i dont cry	2
Yah it was really sad story I'm crying right now	3
This is too beautiful	1
Oh my god its so sad	3
Its so sad	3
Somehow I didnt cry. Howd that happen?	3
It was about to make me cry but I didnt cry plus I was already seeing this and if you cry give me a thumbs up subscribe to this video	1
When the video ended I was about to cry	3
Came here to cry cus I'm sad  but dead inside so my eyes yost teared up a bit	3
It's not even sad for me	3
I cried after it...	3
damn why am i crying so much???	3
Thanks for the video....	2
i guess the video wasn't lying 	0
How  sad:(	3
is this in singapore or malaysia	3
It just made me smile tho.	1
I did	0
F grandpa	1
I bawled my eyes out..it's just the little things in life that count 1000x more than anything else. So heartwarming...of course this video is only temporary but it reminds you about what's actually most important..sharing is caring, with small gestures you can make a great impact. We are all together!	3
I am still trying to figure out why I searched this....	3
Was not sad	3
Why are all try not to crys in china	3
I am not crying at all	2
at first i was like, nope i wont cry and then i start CRYING	3
omg i 100% cried	3
Fuck!! I didn't cry	2
I never had cryed in any sad animation 	3
i came here to learn to cry again ... after all that suppression and wasted energy hiding my emotions i could use a good release cry its been a few years... i guess il just watch hachi : a dogs tale again.	3
Yea it was nice I guess not to sad to get me emotional	3
I did not cry but now i am sad cuz i dedent cry ):	3
Not even this one	2
Im sorry but her face is blank when she smiles its like an oh ok face 	2
0:27 You be like I think I aced the test.	1
I didnt cry but it was so , UNIQUE	3
Am i normal cause i didnt cry ;-;	3
i have gained onset depression from this and have lost all reasons to live thank you	1
who wanted to cry but the little girls face made you you mad oh just me ok	1
Actualy i didn't cry	1
Very nice man	1
The gram or mom tried to make the girl happy	0
I wanted to see if I was able to cry watching one of these but, I have no more tears left to cry,	3
I'm so sad it's so beautiful. I'm crying so badly! It's teaches you how to be caring.	3
The girl is smiling the whole time 	0
I was watching gacha life I hate you sis and it made me cry it felt good so I looked up videos of something  at will make you cry and found this video	3
Oh I cry jk that was not sad	3
I crys a little	3
I really cry after i watch	3
its not sad its boring	0
Am I not normal because I didn't cry?	3
Everyone:OMG THIS IS SO SAD IM CRYING	3
meh: shit am I that heartless ;-;	3
seriously i didnt cry	3
I didnt cry but seriously great story 	3
Oh I get it,the man that paid the cake for the girl and the grandma was the 7 year old boy and the grandfather was the man in the que who paid for the cake on his birthday.This comment might get a liitke confusing	1
i feel bad but i cant cry in front of my cosin	3
I didn't cry but it was sad and happy	3
This was my excuse to why I was crying	3
Am I the only one who didn't cry	3
Dam...you got me....	0
-vid starts-	1
I don't cry so sorry	3
me : WAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA	3
Didn't cry, sorry.	3
so nice I cried so much	3
Im not crying your crying	3
How did I not cryyy	3
i have something in my eye i need to cry	3
Awww! The grandpa was the man at the counter	3
I SHOULDNT BE LAUGHING BUT THAT GIRLS FACE WHEN THE MAN TURNED AROUNDDDDD	0
The grandpa is ugly	0
Funny haha	1
My man showed this to me on face book I cried again	3
I didnt cry something is wrong with me	3
this is not sad at all	1
A fucking add showed half way through 	2
if you help other it will come back to you	1
Everyone keeps saying it isn't sad then people like me who relate are litterly balling	0
I Didnt cry at all	1
I dont have a heart...i cant feel emotions at all	3
Hey Hey The Grandpa Was The Man In The Que	1
Im such a fucking cry baby	3
Damn so freakin sad I couldnt help I cried	3
Ild cry at the the end again 	3
Didnt make me cry but that was a nice video	3
damn that was good	1
This made me happy not sad you penis heads	1
Im cryingvfor that girl	2
This video is so so sad I just watched it and start crying	3
Im not crying and I saw this before	3
Girl with size 13 Nikes:	0
This is soo sad 	3
Im so sorry but i didnt cry	3
bruh i came to cry so my nose would get stuffy so i could skipp school but i couldent lmao	3
well you are wrong I'm crying during it	3
I wanna cry bro	3
Loved this one	1
i couldnt cry but i was a good story kerp it up	1
I cried too because i remembered my grandpa	3
This video help everyone to lean to be kind	1
Epic bruh moment	1
0% I cry	3
Grandpa gay	1
Ooooh no u didn't get hat u wanted life shit so fuck of	2
MADE ME CRYYYYYYYYYYYYY	3
This make me cry 	3
Bro ima be honest i didnt get it	3
Who just came here to cry also there was something in my eye so need to get it out	3
Cheer up  and everything will be all right!	1
This was so great!!! It was so sad but in a good way.	1
i actually wanted to cry but i cant...	3
How is this emotional	3
Well guess im heartless or autistic	3
When ever I feel like crying I just watch the last episode of the last season of Stranger Things	3
It was more heart warming than sad. (I basically have no heart so I am trying to see if any youtube vid will get me to cry. Like, tears falling down my face)	3
i didnt even think it was sad	3
IT did not make me dry hahahah.	0
It didnt work, can someone recommend a really really really sad/happy vid that will make me cry?	3
Wait a minute Why is the waiter not Old	0
15 years I miss you daddy?	3
Its not really that sad	3
I'm very rarely get emotional. The only thing that would ever get at least a tear down my face is a huge sign of guilt. I'm weird ;-;	3
OMG! I am so sad! Why do I torcher myself.	3
Its was pathetic, mate i didnt cry so not 100%	2
I not cry	2
bruh Im not crying you LIAR	2
This made me cry	3
I cry a little bit	3
I ain't cry	2
I came here to have a good cry but I was too busy cringing at the acting skills	3
This so sweet	1
Should be %99....or i'm just emotionally depressed so I can't feel anything....wait is the old guy the man in the queue?	3
I'm just glad that it takes one person to make a difference who else was inspired to do the same...?	1
This didnt make me sad although it did melt my heart 	3
This ms video was really sweet	1
I cried for 50 min	3
i dont cry i have no soul	2
The man who piad for the cake was the lit kid	1
Im one of those guys that cant cry, even though they really want to, ive been through a lot lately and came here to cry... now i have a message in myh heart, but there is no tears, oh well.	3
I cry	3
I am crying no joke   	3
This melted my heart   hes a good guy	1
Its not sad I didnt cry at all I just thought it was cute	1
That's not sad that made me happy	1
SO SAD	3
YES THIS MADE ME CRY HARD	3
Its maybe just me but I did not cry..	3
My Grandma is Asian so I am like crying so hard	3
i need to cry for a snapchat story because my friend blocked me as a joke and now i have to pretend im crying	3
Meh not cry but this is good video	3
Am I the only 1 that didn't cry	3
So sad but i didnt cry	3
Girl: As soon as I can 	0
Boy: Will you ever leave me?	3
Poor grandma he wants responsable bad to bad grandma have a backwords heart	3
Girl: No are you crazy?! 	2
Boy: Do you love me? 	1
Girl: Yes alot.	1
Boy: Have you ever cheated on me?	0
Girl: No never!	2
Boy: Will you ever kiss me?	1
Girl: Every chance I get.	1
Boy: Will you ever hit me?	3
Girl: Definitely not.	2
Boy:Can I trust you?	1
Girl: Yes!	1
Boy: Babe!	1
(Now read this backwards)	0
This is a story like my life story	1
Stop it I said heart warming	2
Sure you will cry 	3
I cried because of the kindness was showed. The world would be a better place when someone shows an act of kindness.	1
this was lame	0
I really should not be crying but i did	3
My brother is having a heart transplant 1 like one prayer and I dont have a dad	3
Oh my God very nice 	1
I don't cry.	2
I just feel sad :((	3
It didnt make me cry but it restored my fsith in humanity	3
Who here watched this late at night to fall asleep	0
Thats so sweet and kind	1
OMG THAT'S SO EMOTIONAL I Feel BAD FOR PEOPLE THAT CAN'T AFFORD STUFF 	3
It feels so Good to cry	1
Plot twist the kids grandpa was the guy who gave the other guy the cake	0
waaa waaa a	3
Nope I don't cry	2
me neither, but stil sad	3
I am crying before this vid.. u wont know why	3
Anyone now sad? Want to be happy? Here is a video to be memey and happy again https://youtu.be/ur48jVNNlKk	3
right now i watched all the things that maked me cry when i was little but im to depressed to cry ;-;	3
I only cried because I saw a thumbnail for a vid of a dog getting hurt	3
Ummm I'm not cryin	2
The acting is horrible, they sound like robots	3
Didnt cry, I enjoyed the feeling.	1
It felt loving. When it feels good, you know when you dont need to cry.	1
Your heart is enough.	1
I--- I didn't cry..	3
Im not crying but dat were sweet :3	1
i no cri' its boring	0
I dont cry this	2
Why am I not crying	3
I didnt cry at all... is there something wrong with me??	3
5:30 my name is in the video	1
I know she doesnt love me but at least u know theres people that care each other that makes me happy with a smile:')	1
This work ed at 1.20	0
Umm this dint make me cry....	3
I did not cry idk why	3
im not crying and idk why	3
*A simple act of caring*	1
*Creates an endless ripple*	1
*that comes back to you*	2
Please help me,  I just really cry when I upload videos on YouTube and it does not have views. Please help me. 	3
Wish someone will help you when you are in trouble. Please	3
IM not crying promise I did not CRY	3
I almost cried we all shall help each other it will payback in the end	3
This was kinda happy not really saf	0
I CRIEDD	1
This is why be grateful for what god gave you	1
Bro I didn't cry	1
I'm crying g	3
I wasnt crying I was just smiling	0
Well that did not make me cry100 percent	3
So sad and inspirational	3
sad not really	3
The Grandpa	1
That was him	0
