very relaxing music thank you this really calmed me down thank you so much,1
trying to feel good by niklas from epidemic sound,1
are their names to these songs i really like the one with mountain and rainbows,1
nice music i love it,1
pls the name from the first song i love this,1
there are comments i shall be the one this music is like the perfect match for my mood right now,1
i cant help but smile and share share share this every dang time,1
send me your num beautiful girl,1
is this available at spotify,0
relaxing,0
thanks,1
i hope spongebob would use this,0
great for my pain,3
awesome,2
same same rhythm really became happy listening to videos and cafe music bossa nova,1
little big planet,1
oh my gosh yes,1
happy,1
just end it all,3
can i use this in my video,0
amazing this music is basically something i listen too if i am sad because it cheers me up i also wake up to this every morning to get me motivated for school this absolutely is amazing for studying as well if i would i would give this billion thumbs up totally subscribing and you all should too thanks relax music for doing this video i give you thousand kisses,1
can i use this music for my video editing,0
nice song really help me to relax after a long day at school keep up the good work,1
i was singing my own lyrics to these,0
subbed,1
love it,1
yay moosic,1
when im sad i listen to this it makes me feel better,1
amen,1
me only difference it doesnt make me feel better,3
me too,3
lord jesus christ can make you really happy just speak to him and give him your heart god bless you,1
i always listen to this when im sad,3
i come here when i want to fucking kill myself,2
may i know the name of the first three songs,0
yo is this some magic like,1
and now its like,2
am happy,1
i was raging,2
thanks,1
dude how,3
thank you so much its the best song i ever heard,1
this is my new work homework music keeps me up and productive,1
wow,3
people accidentally hit the wrong button instead of hitting like,2
helped me a little bit against some filthy clickers and yolo in world of tanks thank you,1
perfect for my and my friends dance routine,1
yes happy music prima volta first time in this chanal feeling ok for my lunch time at pm san valentine day,1
love to everybody,1
this makes me so happy im in love with hawaii their music and their culture in general i want to live there so bad fml,3
turkey,1
thanks to reply to me i had great moment with this music bye,1
thank you for this music it rises up my mood and makes my day happy many blessings to your life,1
wonderful music nice songs thanks good,1
great,2
nice music,1
musique au fet vos pousse pas,1
really good tunes i love ukulele id love to play them so much relaxing greetings from france,1
whats the name of the song where theyre whistling in it,0
la la la la la la la la,1
great but we really need a track list here,3
while working on the case files of executed criminals it sure is great having this in the background to balance out the fucked up shit i read in them with the happy positive music cheers,0
diy background music all over,1
this is amazing and the exact thing im looking for,1
so cool,1
so beautiful om gosh,1
ba je,2
awesome music you made my day even better,1
im sad but now mood is okay now after listening music,1
i said hawaii music not royalty free music,2
perfect for a report,2
love it please may i use it for my video,1
relaxing music,1
the first one tho,0
helps me sleep,0
i enjoy these tunes i find them so relaxing and i like the different melodies and rhythms but i find the tracks very short as im getting into the track i find it ending if whoever created this playlist could make all the tracks longer at least mins for each track i would say,3
people think its for staying awake while im listening this to fall asleep and see good dreams,0
i love your relaxing music,1
these are my favorite tunes i listen to them when i am working to keep me happy i wish i could make music with my ukulele as good as these are,1
i listen to this almost everyday with my friends it makes me feel so happy,1
are they free to use,0
play this for your baby your welcome,1
my son loves this music it gets him sleep all the time,0
thanks for the music whenever i feel sad and lonely i listen to this,1
fantastic one now everyone is happy,1
this is great makes me feel good happy feel happy me,1
feliz ao mi deseo es que un ao lleno de satisfactions personales que dios te y tan bellos videos,1
elsa sanchez,1
is anyone else here because theyre so depressed and desperate for any touch of a good feeling is it just me,3
love this music can this be bought especially for first tunes i am a ukulele tutor and would love to use it as a background to my teaching,1
i was going to play a scary game so i played this over it and it wasnt even scary anymore xd i love this,1
very nice music,1
seems like ive heard some of these on commercials especially the nd tune,0
somebody know the first song plz,3
seconds the music hits my shoulders started moving and i couldnt wait without smiling real medic e,1
a metal head comment passing through,0
name for first three,0
can you please provide a track list to help identify the music,1
awesome thank u so much for the video always makes me feel amazing,1
all music in this video are from epidemic sound,1
track list,1
sweet little one clarence reed,1
all together now karlsson,1
trying to feel good niklas,1
our home our life more than family,1
by the fire georges town,1
fling on a thing,1
fling on a thing,1
a little jar of happiness earle belo,1
feels like yesterday more than family,0
little grin earle belo,1
my smile or the smile karlsson,1
paper bag instrumental version sture zetterberg,1
my smile or the smile karlsson,1
my last name got jax,1
smiling ukuleles karlsson,1
thats fine instrumental version fasional,1
thats all,2
lovely music there,1
i love your music can i use it for my videos,1
please do not use loops they are annoying,2
i use this music a lot,1
i hate winter,2
is it free,0
oh no no no im hawaiian and if you dont want other people to criticize you like im doing right now than take out the whistle,2
came here because im so stressed for my exam tomorrow that i havent studied for and on the brink of breaking down,0
spongebob,0
this is so happy it upset me,3
this is fantastic,1
thank you wow,1
its awesome to hear may i download this,1
when u find true happiness on y t and ur just like,1
came to a video i wanted to watch but it had dramatic and seriously depressing music,3
so i put this on,1
very nice music i like it,1
i use this when im playing outlast,1
yes,1
just trying to write a five page paper the night before its due,0
i like this song,1
love this its something great to hear when you wake up on the right side of the a sunny morning thank to whom created this it truly brings joy,1
i love sea,1
anyone know how i can add this music as background to a powerpoint,0
most relaxing music it refresh my mind happiness is flowing into my life with this music thank you,1
beats,1
stones,1
how can we know the single tracks name,3
this song reminds me of pokemon sun and moon,3
im so deeply mesmerized,1
i have a hawaiian themed celebration of life event coming up for the recent passing of someone who held a dear place in many hearts i think this would be great for the background music its a depressing event but this should be good right your thoughts friends,1
i love it nice ukulele acoustic music,1
should be played at every funeral,3
can i use your music for my travel video with credits thanks d,1
i use this when i draw to give a relaxing mood thanks for the music,1
nice but reminds me of shitty fb videos with awful captions,2
i imagine im in hawaii listening to this while in bulgaria such a shitty weather you guys must be living the dream,1
if i could id reupload this and name it peppy wake up music you play to annoy your college roommates,1
makes me so happy thank for sharing,1
every slime tutorial ever,0
when its saturday,1
can you give me a name of the first song pls i really like this thank you,1
mahalo,1
love listening to this while i am in my craft room,1
can i use this for one of my videos,0
me,1
i was crying and searched up happy music and chose this,3
i listen to this when i do homework very helpful i am obsessed with emojis,1
deleon dynamics acrobatics hi,1
a moment of appreciation to my yo brother i caught napping on a sunny afternoon with this music in the sala,0
me mucho la de ukulele un saludo desde el salvador ca gracias,1
look up little clown thats my reason for being here,1
pentru,1
temas gracias,1
who played roblox before,0
this just made my day into happyness,1
sounds like a kickstarter campaign,0
chords for the first song,1
this is great to listen to while doing homework,1
gdc,1
iam listening this when i play outlast and watching it,1
calming,0
i really like it,1
love this a lot of the relaxing ambient music here on youtube tend to be really really sad its quite hard to find something uplifting this is perfect,3
can i use this in a video,0
i have played ukulele at school only in friday,0
i love this music,1
music is loved,1
wonderful,1
every time i am about to do homework this is my go to video it is so relaxing,0
i just ate a bean that tasted like spoiled milk i then listened to this the spoiled milk was then gone thanks,3
like the title its very cheerful,1
oh yeah ya,1
good vibes bb,1
can you give tutorials for playing ukulele,0
people who have a happy heart have proven to have a well formed x shape in their dna they dont get cancer and have a good life too,1
anyone know the name of the first song,0
truly amazing,1
this made me so happy,1
love it can i use it as background for a video thanks,1
tp is life,1
kid remix,1
thanks for this it made feel better after i got my nail of my toe nail it hurt so bad but it helped me well,1
i listened to this whilst i was taking a shower,0
this sounds like car insurance commercial music,3
nationwide is on your side,1
are you in good hands allstate,2
i have seen in tire commercial,0
i know,1
they really make me feel cheerful and happy i was kinda sad i would love to play the ukulele d,1
are you french,1
the first one is my favourite,1
muy relax gracias,1
first song made my parakeet laugh,1
this is so cheesy i love it,1
i use it for my backround music for my videos,1
great stuff thanks for posting this music,1
ahhh nothing like these classic happy and calm vibes,1
it calm me down in horror movie,0
can you share the chords its really good,1
love it,1
this really helps me sleep,0
relax music thank you very much for creating this video i enjoy listening to this type of music god bless you,1
hey what is the name of the song at,0
nice to wake up thinking of hawai,0
i love it,1
excellent,1
i love it too,1
can you tell me what is the name of the first song in this the one with whistling thank you love it,1
ive been listening to this wonderful music lately thanks for sharing i cant have enough of it,1
when you are cleaning your room and then your sibling put on some random music lol,0
great music,1
alexandra fragoso bom,1
i need this after beef,0
what the name,1
i like hawaiian and irish music it relaxes me and makes me so happy thanks so much for this video,1
what song is at,0
i was stresses out and when i listened to this i felt really relaxing and calm,1
everyone should listen to this,1
its so soothing great for videos and relaxing,1
love it so much,1
put it on while the scary parts were playing on a movie d,1
my favorite part,1
love this,1
second song but only the second how and where can i find it,3
can anyone tell me about the title of first track i just want to search for the track,3
when i need to get away from reality and go somewhere where no one can tell me no where im not bothered i turn on the radio or i turn on music on youtube and i go far away to an island that i only know about where everything is possible,2
it makes me know dat life is gud,1
at one point the music got slow and it made me very depressed and upset it was unpleasant,3
then it got happy again,1
when your watching a scary video so you mute that video and turn on this it really work,0
i watched something so scary and i need this,0
this music makes me so happy cheerful thank you,1
im still not happy i still want to die,3
love the music thank you so much,1
good morning this is my get into my happy zone music thank you,1
i listen to this while reading stuff about the paranormal online,0
love it make me happy always,1
very nice,1
this is awesome to listen to well i play my games like minecraft to have this playing in the backround thanks,1
i was curious what they meant by happy music and i listened and yea thats what it is but its also a cell phone commercial soundtrack,1
very nice,1
i dont mind the commercials some are really entertaining even but please dont play them in the middle of an ongoing song sometimes they come on and theres only sec left of the song when it is interrupted really,2
just add ads block plus extension into your chrome youre never have to worry about youtube ads again,2
thank you for this lovely music i really needed it on this rainy gray day in england,1
patty pereira taylor z,1
anyone know the first song name,0
what is the name of the first song i need to get it in mp and can not help me,3
skyler pierce i was checking if someone did,0
this helped my dog go to sleep thanks so much,0
i love this music omg plss talk mee if you live in hawaii i am from spain,1
enjoyable music,1
where in fla and spain,0
i am from turkey,1
tuy i am not from hawaii and have never been there but i want to i recommend the cook islands if you like hawaii they are very similar but they are not on a volcano i went to two of the islands and they are very nice,1
eh im from fl,1
good rating,1
no im not from hawaii but i am about to go to hawaii for a week,1
please whats the name of the song at,0
mahalo from hawaii very therapeutic music,1
hello i really like the first music can i ask how can i get the copyright of this music for business use just use in promotion video which post on social media channel look forward to your reply thanks,0
that song sucks dick,2
my baby loves it,1
anyone else think they searched advertising music and come up with the same video,3
stefan ford omg yes,1
spongebob music goes with this,1
when u eat dinner alone and it makes u sad so playing a happy music to brighten up the atmosphere,1
sup army,1
being alone is not a bad thing dont be sad just reflect on lifes beauties and meanings just be happy with yourself and then other people would want your comapny,1
what a beautiful thought thank you,1
baozi get some flowers for the table and be happy,1
yeah this is satanic music,2
i play this during a police chase,1
siegfried predicted the emote,1
happy,1
that was a nice situation which ive never seen before,0
natasha wall its supposed to be a joke,2
thank you for the music,1
how could people dislike this,2
i would dislike this because its a loop,2
y u stupid,2
i know right,3
my favorite,1
wilbur sorto why are you stupid learn proper english,2
same i was playing five nights at freddies while listening to this,1
very nice music,1
this is super so love the first track i hope somebody can share a track list please please thanks,1
thank you i play this all the time whenever im sad depressed happy just relaxing or while biking,1
que buena,1
can i use your music for one of my youtube videos,0
love it thanks a lot,1
count me in as one who loves this music only thing better would be to be in hawaii listening to it in person,1
sandy thorpe gonna go there soon for a few weeks ill try,0
can this music be used in the background of a video i am making love it so much,1
i love it too although your comment is an year old ill just let you know,1
if you check the description it says that the music is copyrighted and all rights are reserved,1
i think if you purchase a license you can use it unless you want a copyright strike,1
loves it,1
where can i get this cd what is this cd called,0
good bu repeating too sorry,0
track names for all the songs playing would be awesome,1
anonymous wow thanks so much,1
what is the title of the first track,0
im playing along with my uke,1
what chords are you using,0
i love the music,1
very nice,1
relax music your so good at doing this np,1
this is exactly what i was looking for happy music no words a big splash of hawaii the perfect music for the pool,1
or roleplaying with yourself and swimming in a fake ocean,1
you made my day,1
i listen to this when i got scammed at,2
lol thats sure an odd reason,0
odd reason but im glad you happy too,1
when you watch a scary movie for bed and cant sleep,0
ti n t vit nam,1
i just watch a disney cartoon then lol,0
like your profile picture my hero academia is awesome toga is a bit crazy though,0
haha omg thats literally the reason i listen too this,1
the music is great to get going and relaxing pls put more on youtube thanks,1
what is not to like from this music i love it,1
get back to work,2
thx m,1
i like it it helps me play roblox without shouting if i lose,1
like,1
i love the first two tunes they will rise up my mood instantly i never thought music would have this much power thanks for uploading relax music,1
r same,3
very true though,1
what are they,0
me too the first are da best d,1
i really love it,1
the first track is gonna be my personal theme song and im gonna carry a boombox playing it whenever i walk down a street or pretty much go anywhere,1
theme name is trying to feel good by niklas from epidemic sound,1
nice,1
awesome,2
no,2
thats the fountain of the annoyance,2
i love it it makes my work environment so much happy now im whistling and bopping my head along to the music without realizing it thank you,1
can someone tell me the chords to this i want to play a ukulele fingerstyle cover of this,1
oh um thank you i still dony understand,3
pick or majors are better and youre done,0
i love this so much,1
joelle small just kidding haha but if you dont know a major andar a minor note learn it first then you can start playing,2
this makes me feel like yay adventure time not the show im talking about having a time for an adventure,1
this really helped me to chill out a lot thank you,1
buongiorno amice bene voi care mie buon musca io molto grazie sempre cuesta voi amice,1
like it,1
this music makes you happy and heals depression very quickly awesome,1
kavak he,1
it sure does,2
am sitting on my bed the night fondle my soul while the world has asleep listening to happy music perfect the quiet night mood,0
super escuchar este tipo de musica los,1
trs bonnes,1
its so good,1
i like it,1
it helped me sleep,0
it helped me,1
yeah now im happy,1
listening to this after watching boy in striped pajamas,3
that sounds good especially since im learning about world war ii in class ill check it out,1
lovely,1
right i know that its about two boys one a concentration camp commanders son the other the son of a jewish prisoner during the second world war while its not as humorous as the book its based on from john boyne if youre wondering its still a great movie,2
anna sorry to interrupt but that movie was about war,2
well nothing is wrong with me actually why do you ask,2
very nice,1
sound good,1
musica,1
matilde purpura italiani ne xd,1
matilde purpura,1
matilde purpura musica,2
matilde purpura si io la uso per,2
alina chen me too in a week,1
i enjoy your music it makes me relax thank you,1
mahalo,1
ok,1
feel young again,3
yes age is just about attitude,2
bellissima e musica compliment e grazie per la giovanni,1
ok mmmm,3
mela z,1
hello dante,1
i love it thanks for publishing,1
i love it it calms me down quickly best for all happy days,1
after watching scary videos this song is sick,1
so,0
jed i love this song,1
this music be used for my cooking channel,1
it is copyrighted they wrote in the description,0
is it non copy right music,3
very nice music for studying so far hopefully there are no vocals as it can be distracting while reading,1
samoan music,1
no so far yes,1
very true,1
these images are the best gift for me this christmas congratulations people capable of feeling compassion are the people who will change the world,1
what if all animals live this way,0
love this it always helps me feel better thx for upload,1
watching this after seeing the scariest shit on internet,0
i swear im literally sweating all over even tho i dont sweat much,0
who else came here from the saddest videos on the internet,3
looked up happiest video ever,1
was not disappointed,2
pertti,1
is this a paradise,0
i grew up on a small farm went to college on egg and milk money raised new hampshire reds kept a crippled chick baby for yrs chickens are wonderful its just that people do not seem to understand that animals have feelings are funny etc thank you so much for bringing back a pygmy goat years the joy thank you,1
i came to watch this after watching a short film that i thought was cute and all but no its a stalker following a girl everywhere i had a heart attack,3
my what wonderful little characters they all are it so heartwarming to see them having so much their fate could have been so much of bouquets to all at edgars mission watching this has made my goes into my with everything else edgars mission uploads,1
sup my ass,2
i had a nightmare thanks i really appreciate it,3
i wish we could,3
this video was released the week my cheating boyfriend dumped me and i watched it endlessly just to help me get out of bed it reminded me that there was goodness in the world i completely forgot what it was called and have just this minute rediscovered it i dont just want to thank you for the work you do but for keeping me going when all i wanted to do was lie in bed until i died still alive people still alive,3
too cute to handle,1
dislikes,0
wish you would make a healing farm for us thos who love and treat all specie with respect,1
who else came here just from watching a string of sad videos on purpose and then coming here,3
i love it,1
just cam from watching a scary video,0
try not to smile challenge,1
jk the video is awesome,1
sorry i cant watch,0
i just watched the scariest video ever this helps me,0
awesome vid d,1
this is happiest video ever,1
this is to scary,0
wow brilliant video wish i wasnt so far away from edgars mission,3
you know the world really needs stuff like this,3
this is the best video ice ever seen and how could people dislike it,1
just watched requiem for a dream and trying to come back from that experience,3
this video cheered me up because we had to kill a spider and we tried helping it so i cried and i was sad but now im happy thx so much,1
aww so cute,1
my sister died so this helped temporarily,3
am i the only who wanted to see if the happiest video has dislikes,0
i have not got sleep all night this will help,0
i was thinking about harming myself because of what i am but this made me happy,1
thank you for this wonderful video,1
great im turning vegan fuck,2
laugh my ass off im so happy thinking about when they grow up and in what ways im gonna eat them almost surreal,0
i needed this after,0
most horrifying pictures of,0
most horrifying pictures of insane asylums,0
creepy ghost tapes caught on camera,0
oh my god same the second one specially,3
from dust to a lifeform oh my gosh number three was me i literally was looking up tons of creepy stuff and i uh got a little too deep and was freaking the frick out,0
i am so ready for to grow up so i can eat them in mcdonalds,1
i think i am the only boy watching,0
this video made my day,1
i just came to this video because i saw pyramid head grabb a lady by her boobs while naked twist them like pull them rip the front part of her skin off and throw it against their friends,0
im ready for therapy,1
just came from watching something very horrific and upsetting,3
same was out with friends and saw a guy acting odd searched around for a while turns out the way he acted was the same of the description of the smiling man freaking out rn trying to calm down with this haha,3
came here from halo cause videos,1
im here because i watched what if grayson dolan died i have a sore head from crying so im here it didnt help just i keep crying someone please help me,3
i came here my dog is almost died,3
a reminder of how we all need to be,0
thank you for all your work in helping gods creatures,1
brings back memories of my uncle toms farm where i spent many summers bottle feeding the baby goats so much fun just thank you,1
just came here from animals dying bc of bad people then i watched this anc i smiled and my tears went away,3
i just watched super scary and sad videos i feel better,0
aj same here that us exactly the same thing it makes me feel so happy,1
came from chills possession vid,0
aww,3
wie wenn leben,1
came here from a shooting im not kidding please keep your replies to yourself,2
this is helping,1
but i feel okay now,1
so sweet,1
this saved me from,1
depression,3
this is just so cute a feel happy video,1
so cute,1
ahh a fly oh wait,2
i just came from tales from the crossing,1
aww super cute d this video always makes me smile,1
im going in full screen cover me guys,1
using this video for my five percent left on my ipad,3
and to make me feel better about being in the pitch blackness of my room at,2
i came here since i was watching a sad movie this made me feel so much better,1
i love life this video just made my day,1
who else needed this because they watched the doll animation,1
sweet,1
im glad there are places like this on earth,1
thats just too much cuteness im puking rainbows right now xd,0
cunts,2
subscribe for more,1
this is soo great,1
i wrote the happiest video in the whole world cause i was watching the hills backwards trust me its scary and if you dont know what the hills is its a very good song search it up if you want to get scared though type the hills backwards,0
this video gave me tears of joy,3
aww,1
this video made me super depressed thanks a million,3
i was once almost trampled to death by a herd of goats so yea,0
polite conversation i really believe ya,1
polite conversation sure,1
